time,temperature
2023-01-01 18:53:57,22.0
2023-01-01 18:54:01,22.8
2023-01-01 19:16:56,22.8
2023-01-01 19:19:53,22.0
2023-01-01 19:39:51,22.8
2023-01-01 19:45:45,22.0
2023-01-01 20:02:45,22.8
2023-01-01 20:11:40,22.0
2023-01-01 20:25:40,22.8
2023-01-01 20:37:35,22.0
2023-01-01 20:48:35,22.8
2023-01-01 21:03:52,21.8
2023-01-01 21:11:29,22.8
2023-01-01 21:29:46,22.0
2023-01-01 21:34:24,22.8
2023-01-01 21:55:42,22.0
2023-01-01 21:57:19,22.8
2023-01-01 22:20:13,22.8
2023-01-01 22:21:59,21.8
2023-01-01 22:43:08,22.7
2023-01-01 22:47:54,21.9
2023-01-01 23:06:03,22.7
2023-01-01 23:13:49,22.0
2023-01-01 23:28:57,22.7
2023-01-01 23:39:42,22.0
2023-01-01 23:51:52,22.6
2023-01-02 00:09:38,22.0
2023-01-02 00:14:47,22.6
2023-01-02 00:35:34,22.0
2023-01-02 00:37:41,22.6
2023-01-02 01:00:36,22.6
2023-01-02 01:01:28,22.0
2023-01-02 01:23:31,22.6
2023-01-02 01:27:23,22.0
2023-01-02 01:46:25,22.6
2023-01-02 01:53:34,22.0
2023-01-02 01:53:35,22.0
2023-01-02 02:09:20,22.6
2023-01-02 02:19:37,21.8
2023-01-02 02:45:54,21.8
2023-01-02 02:47:26,22.6
2023-01-02 03:10:21,22.6
2023-01-02 03:12:12,21.8
2023-01-02 03:33:16,22.6
2023-01-02 03:38:29,21.8
2023-01-02 03:56:10,22.6
2023-01-02 04:04:26,21.9
2023-01-02 04:19:05,22.6
2023-01-02 04:30:22,21.9
2023-01-02 04:41:59,22.6
2023-01-02 04:56:16,21.9
2023-01-02 05:04:54,22.6
2023-01-02 05:22:32,21.8
2023-01-02 05:27:49,22.6
2023-01-02 05:48:23,21.9
2023-01-02 05:50:43,22.6
2023-01-02 06:13:38,22.6
2023-01-02 06:14:38,21.8
2023-01-02 06:36:32,22.6
2023-01-02 06:40:33,21.9
2023-01-02 06:59:27,22.6
2023-01-02 07:06:29,21.9
2023-01-02 07:22:22,22.6
2023-01-02 07:32:23,21.9
2023-01-02 07:45:16,22.7
2023-01-02 07:58:19,21.9
2023-01-02 08:08:11,22.7
2023-01-02 08:24:35,21.8
2023-01-02 08:31:07,22.7
2023-01-02 08:50:31,21.9
2023-01-02 08:54:00,22.7
2023-01-02 09:16:27,22.0
2023-01-02 09:16:54,22.8
2023-01-02 09:39:49,22.8
2023-01-02 09:42:41,21.9
2023-01-02 10:02:44,22.8
2023-01-02 10:08:40,22.1
2023-01-02 10:25:38,22.9
2023-01-02 10:34:47,22.1
2023-01-02 10:48:33,22.9
2023-01-02 11:00:44,22.1
2023-01-02 11:11:28,22.9
2023-01-02 11:27:00,22.1
2023-01-02 11:34:23,23.0
2023-01-02 11:52:55,22.4
2023-01-02 11:57:17,23.0
2023-01-02 12:18:50,22.4
2023-01-02 12:20:11,23.0
2023-01-02 12:43:06,23.1
2023-01-02 12:44:47,22.4
2023-01-02 13:06:01,23.1
2023-01-02 13:11:02,22.4
2023-01-02 13:28:55,23.2
2023-01-02 13:37:01,22.5
2023-01-02 13:51:50,23.2
2023-01-02 14:02:58,22.5
2023-01-02 14:14:47,23.2
2023-01-02 14:29:13,22.6
2023-01-02 14:37:39,23.2
2023-01-02 14:55:12,22.6
2023-01-02 15:00:34,23.1
2023-01-02 15:21:04,22.6
2023-01-02 15:23:28,23.1
2023-01-02 15:46:23,23.1
2023-01-02 15:47:01,22.6
2023-01-02 16:09:18,23.1
2023-01-02 16:12:57,22.6
2023-01-02 16:32:13,23.1
2023-01-02 16:38:54,22.5
2023-01-02 16:55:07,23.1
2023-01-02 16:55:22,23.1
2023-01-02 17:04:49,22.5
2023-01-02 17:18:01,23.0
2023-01-02 17:18:17,23.0
2023-01-02 17:30:44,22.5
2023-01-02 17:40:56,23.0
2023-01-02 17:56:38,22.4
2023-01-02 18:03:51,23.0
2023-01-02 18:22:33,22.4
2023-01-02 18:26:45,23.0
2023-01-02 18:48:28,22.4
2023-01-02 18:48:43,22.4
2023-01-02 18:49:40,23.0
2023-01-02 19:12:34,22.9
2023-01-02 19:14:24,22.3
2023-01-02 19:35:29,22.9
2023-01-02 19:40:21,22.3
2023-01-02 19:58:23,22.9
2023-01-02 20:06:35,22.3
2023-01-02 20:21:18,22.9
2023-01-02 20:32:34,22.3
2023-01-02 20:44:13,22.9
2023-01-02 20:58:51,22.2
2023-01-02 21:07:07,22.9
2023-01-02 21:25:05,22.2
2023-01-02 21:30:02,22.9
2023-01-02 21:51:00,22.2
2023-01-02 21:52:57,22.9
2023-01-02 22:15:53,22.9
2023-01-02 22:16:54,22.2
2023-01-02 22:38:46,22.9
2023-01-02 22:42:50,22.2
2023-01-02 23:01:41,22.9
2023-01-02 23:08:44,22.1
2023-01-02 23:24:35,22.9
2023-01-02 23:34:39,22.1
2023-01-02 23:47:30,22.9
2023-01-03 00:00:33,22.1
2023-01-03 00:10:25,22.8
2023-01-03 00:26:25,22.1
2023-01-03 00:33:19,22.8
2023-01-03 00:52:21,22.1
2023-01-03 00:52:36,22.1
2023-01-03 00:56:14,22.8
2023-01-03 01:18:15,22.1
2023-01-03 01:19:08,22.8
2023-01-03 01:44:10,22.1
2023-01-03 01:57:19,22.8
2023-01-03 02:10:25,22.0
2023-01-03 02:20:13,22.8
2023-01-03 02:36:12,22.0
2023-01-03 02:43:08,22.8
2023-01-03 03:02:26,22.0
2023-01-03 03:06:03,22.8
2023-01-03 03:28:20,22.0
2023-01-03 03:28:57,22.8
2023-01-03 03:51:51,22.8
2023-01-03 03:54:15,22.0
2023-01-03 04:14:46,22.8
2023-01-03 04:20:09,22.0
2023-01-03 04:37:41,22.7
2023-01-03 04:46:03,22.0
2023-01-03 05:00:35,22.7
2023-01-03 05:11:59,22.0
2023-01-03 05:23:30,22.7
2023-01-03 05:38:14,21.9
2023-01-03 05:46:24,22.7
2023-01-03 06:04:12,21.9
2023-01-03 06:09:19,22.7
2023-01-03 06:30:05,21.9
2023-01-03 06:32:13,22.7
2023-01-03 06:55:08,22.7
2023-01-03 06:55:57,21.9
2023-01-03 07:18:02,22.7
2023-01-03 07:21:54,21.9
2023-01-03 07:40:57,22.7
2023-01-03 07:48:10,21.9
2023-01-03 08:03:52,22.7
2023-01-03 08:14:04,21.9
2023-01-03 08:26:46,22.7
2023-01-03 08:40:00,22.0
2023-01-03 08:49:41,22.7
2023-01-03 09:05:55,22.0
2023-01-03 09:12:36,22.7
2023-01-03 09:31:48,22.0
2023-01-03 09:35:29,22.8
2023-01-03 09:57:46,22.1
2023-01-03 09:58:26,22.9
2023-01-03 10:21:18,22.9
2023-01-03 10:23:42,22.1
2023-01-03 10:44:13,22.9
2023-01-03 10:49:35,22.1
2023-01-03 11:07:09,22.9
2023-01-03 11:15:29,22.1
2023-01-03 11:30:02,23.0
2023-01-03 11:41:44,22.1
2023-01-03 11:52:57,23.0
2023-01-03 12:07:55,22.2
2023-01-03 12:15:52,23.1
2023-01-03 12:33:50,22.4
2023-01-03 12:38:48,23.1
2023-01-03 12:59:44,22.4
2023-01-03 13:01:40,23.1
2023-01-03 13:24:35,23.2
2023-01-03 13:25:37,22.4
2023-01-03 13:47:29,23.2
2023-01-03 13:51:29,22.4
2023-01-03 14:10:24,23.1
2023-01-03 14:10:39,23.1
2023-01-03 14:17:42,22.4
2023-01-03 14:33:19,23.1
2023-01-03 14:43:36,22.4
2023-01-03 14:56:13,23.1
2023-01-03 15:09:52,22.4
2023-01-03 15:19:07,23.1
2023-01-03 15:36:00,22.4
2023-01-03 15:42:02,23.1
2023-01-03 16:01:55,22.4
2023-01-03 16:04:56,23.1
2023-01-03 16:27:47,22.4
2023-01-03 16:27:51,23.1
2023-01-03 16:50:46,23.1
2023-01-03 16:53:41,22.4
2023-01-03 17:13:40,23.0
2023-01-03 17:19:31,22.4
2023-01-03 17:36:38,23.0
2023-01-03 17:45:50,22.3
2023-01-03 17:46:03,22.3
2023-01-03 17:59:30,23.0
2023-01-03 18:12:02,22.2
2023-01-03 18:22:24,23.0
2023-01-03 18:38:18,22.2
2023-01-03 18:45:19,22.9
2023-01-03 19:04:34,22.2
2023-01-03 19:08:13,22.9
2023-01-03 19:30:28,22.2
2023-01-03 19:31:07,22.9
2023-01-03 19:54:02,22.9
2023-01-03 19:56:23,22.2
2023-01-03 20:16:57,22.9
2023-01-03 20:22:38,22.1
2023-01-03 20:39:51,22.9
2023-01-03 20:48:54,22.1
2023-01-03 21:02:49,22.9
2023-01-03 21:15:07,22.1
2023-01-03 21:25:40,22.9
2023-01-03 21:25:55,22.9
2023-01-03 21:41:03,22.1
2023-01-03 21:48:35,22.9
2023-01-03 22:06:57,22.1
2023-01-03 22:11:29,22.8
2023-01-03 22:32:52,22.1
2023-01-03 22:34:24,22.8
2023-01-03 22:57:18,22.8
2023-01-03 22:58:36,22.2
2023-01-03 23:20:13,22.8
2023-01-03 23:24:51,22.1
2023-01-03 23:43:08,22.8
2023-01-03 23:50:45,22.1
2023-01-04 00:06:02,22.8
2023-01-04 00:19:40,22.1
2023-01-04 00:28:58,22.8
2023-01-04 00:45:55,22.0
2023-01-04 01:07:11,22.8
2023-01-04 01:12:10,22.0
2023-01-04 01:30:05,22.8
2023-01-04 01:38:03,22.1
2023-01-04 01:53:00,22.8
2023-01-04 02:04:18,22.0
2023-01-04 02:15:55,22.8
2023-01-04 02:30:12,22.1
2023-01-04 02:38:49,22.8
2023-01-04 02:56:09,22.0
2023-01-04 03:01:44,22.8
2023-01-04 03:22:03,22.0
2023-01-04 03:24:39,22.8
2023-01-04 03:47:34,22.8
2023-01-04 03:48:16,22.0
2023-01-04 04:10:28,22.8
2023-01-04 04:14:08,22.0
2023-01-04 04:33:24,22.8
2023-01-04 04:40:01,22.0
2023-01-04 04:56:17,22.8
2023-01-04 05:05:55,22.0
2023-01-04 05:19:12,22.8
2023-01-04 05:31:49,22.0
2023-01-04 05:42:07,22.8
2023-01-04 05:57:41,22.0
2023-01-04 06:05:01,22.8
2023-01-04 06:23:39,22.0
2023-01-04 06:27:56,22.9
2023-01-04 06:49:31,22.1
2023-01-04 06:49:46,22.1
2023-01-04 06:50:51,22.9
2023-01-04 07:13:45,23.0
2023-01-04 07:15:28,22.0
2023-01-04 07:36:40,23.0
2023-01-04 07:41:42,22.0
2023-01-04 07:59:35,23.0
2023-01-04 08:07:36,22.0
2023-01-04 08:22:30,23.0
2023-01-04 08:22:45,23.0
2023-01-04 08:33:51,22.0
2023-01-04 08:45:24,23.0
2023-01-04 08:59:44,22.0
2023-01-04 09:08:20,23.0
2023-01-04 09:25:31,22.1
2023-01-04 09:31:13,23.0
2023-01-04 09:51:22,22.1
2023-01-04 09:54:08,23.0
2023-01-04 10:17:03,23.1
2023-01-04 10:17:13,22.1
2023-01-04 10:39:57,23.1
2023-01-04 10:43:04,22.1
2023-01-04 11:02:52,23.1
2023-01-04 11:08:58,22.1
2023-01-04 11:25:46,23.1
2023-01-04 11:34:48,22.1
2023-01-04 11:48:41,23.1
2023-01-04 12:00:43,22.1
2023-01-04 12:11:36,23.1
2023-01-04 12:26:38,22.1
2023-01-04 12:34:30,23.2
2023-01-04 12:52:28,22.1
2023-01-04 12:57:25,23.2
2023-01-04 13:18:22,22.1
2023-01-04 13:20:19,23.2
2023-01-04 13:43:14,23.2
2023-01-04 13:44:11,22.1
2023-01-04 14:06:09,23.2
2023-01-04 14:10:06,22.1
2023-01-04 14:29:03,23.2
2023-01-04 14:36:21,22.1
2023-01-04 14:52:01,23.1
2023-01-04 15:02:15,22.1
2023-01-04 15:14:53,23.1
2023-01-04 15:28:09,22.1
2023-01-04 15:37:48,23.1
2023-01-04 15:54:24,22.1
2023-01-04 16:00:42,23.1
2023-01-04 16:20:17,22.1
2023-01-04 16:23:37,23.1
2023-01-04 16:46:09,22.1
2023-01-04 16:46:33,23.1
2023-01-04 17:09:28,23.1
2023-01-04 17:12:03,22.1
2023-01-04 17:32:21,23.1
2023-01-04 17:38:17,22.0
2023-01-04 17:55:16,23.0
2023-01-04 18:04:09,22.1
2023-01-04 18:18:13,23.0
2023-01-04 18:30:03,22.1
2023-01-04 18:41:05,23.0
2023-01-04 18:55:57,22.1
2023-01-04 19:04:01,23.0
2023-01-04 19:22:09,22.0
2023-01-04 19:26:54,23.0
2023-01-04 19:48:03,22.1
2023-01-04 19:49:49,23.0
2023-01-04 20:12:45,23.0
2023-01-04 20:13:57,22.1
2023-01-04 20:35:38,23.0
2023-01-04 20:39:51,22.1
2023-01-04 20:58:33,23.0
2023-01-04 21:06:05,22.0
2023-01-04 21:21:27,23.0
2023-01-04 21:32:20,22.0
2023-01-04 21:44:22,22.9
2023-01-04 21:58:12,22.1
2023-01-04 22:07:17,22.9
2023-01-04 22:24:27,22.1
2023-01-04 22:30:11,22.9
2023-01-04 22:50:22,22.1
2023-01-04 22:53:06,22.8
2023-01-04 23:16:01,22.8
2023-01-04 23:16:16,22.1
2023-01-04 23:38:56,22.9
2023-01-04 23:42:10,22.1
2023-01-05 00:08:23,22.1
2023-01-05 00:17:03,22.9
2023-01-05 00:34:19,22.1
2023-01-05 00:39:57,22.9
2023-01-05 01:00:15,22.1
2023-01-05 01:02:52,22.9
2023-01-05 01:25:47,22.9
2023-01-05 01:26:30,22.1
2023-01-05 01:48:41,22.9
2023-01-05 01:52:26,22.1
2023-01-05 02:11:36,22.9
2023-01-05 02:18:40,22.1
2023-01-05 02:34:31,22.9
2023-01-05 02:44:55,22.1
2023-01-05 02:57:25,22.9
2023-01-05 03:10:48,22.1
2023-01-05 03:20:20,22.9
2023-01-05 03:37:03,22.1
2023-01-05 03:43:15,22.9
2023-01-05 04:02:57,22.1
2023-01-05 04:06:09,22.9
2023-01-05 04:28:49,22.1
2023-01-05 04:29:03,22.9
2023-01-05 04:51:58,22.9
2023-01-05 04:54:44,22.1
2023-01-05 05:14:53,22.9
2023-01-05 05:20:35,22.1
2023-01-05 05:37:47,22.9
2023-01-05 05:46:28,22.1
2023-01-05 06:00:42,22.9
2023-01-05 06:12:22,22.1
2023-01-05 06:23:37,22.9
2023-01-05 06:38:16,22.1
2023-01-05 06:46:31,23.0
2023-01-05 07:04:31,22.1
2023-01-05 07:09:26,23.0
2023-01-05 07:30:38,22.1
2023-01-05 07:32:21,23.0
2023-01-05 07:55:15,23.0
2023-01-05 07:56:35,22.1
2023-01-05 08:18:10,23.0
2023-01-05 08:22:29,22.1
2023-01-05 08:41:05,23.0
2023-01-05 08:41:20,23.0
2023-01-05 08:48:22,22.1
2023-01-05 09:03:59,23.0
2023-01-05 09:14:15,22.1
2023-01-05 09:26:54,23.0
2023-01-05 09:40:06,22.1
2023-01-05 09:49:49,23.0
2023-01-05 10:05:59,22.1
2023-01-05 10:12:43,23.0
2023-01-05 10:32:08,22.1
2023-01-05 10:35:38,23.0
2023-01-05 10:58:01,22.1
2023-01-05 10:58:32,23.0
2023-01-05 11:21:27,23.1
2023-01-05 11:23:55,22.2
2023-01-05 11:44:22,23.1
2023-01-05 11:49:38,22.2
2023-01-05 12:07:17,23.1
2023-01-05 12:15:31,22.2
2023-01-05 12:30:11,23.1
2023-01-05 12:41:24,22.2
2023-01-05 12:53:06,23.1
2023-01-05 13:07:16,22.2
2023-01-05 13:16:00,23.1
2023-01-05 13:32:59,22.2
2023-01-05 13:38:55,23.1
2023-01-05 13:58:52,22.1
2023-01-05 14:01:50,23.0
2023-01-05 14:24:44,23.0
2023-01-05 14:24:47,22.1
2023-01-05 14:47:39,23.0
2023-01-05 14:51:00,22.1
2023-01-05 15:10:33,23.0
2023-01-05 15:16:52,22.1
2023-01-05 15:33:28,23.0
2023-01-05 15:42:46,22.1
2023-01-05 15:56:23,23.0
2023-01-05 16:08:38,22.1
2023-01-05 16:19:17,23.0
2023-01-05 16:34:29,22.1
2023-01-05 16:42:12,23.0
2023-01-05 17:00:20,22.1
2023-01-05 17:05:07,22.9
2023-01-05 17:26:11,22.1
2023-01-05 17:28:01,22.9
2023-01-05 17:50:56,22.9
2023-01-05 17:51:58,22.1
2023-01-05 18:13:51,22.9
2023-01-05 18:17:50,22.1
2023-01-05 18:36:45,22.9
2023-01-05 18:44:04,22.0
2023-01-05 18:59:40,22.9
2023-01-05 19:10:16,21.9
2023-01-05 19:22:35,22.9
2023-01-05 19:36:08,22.0
2023-01-05 19:45:29,22.9
2023-01-05 20:02:00,22.0
2023-01-05 20:08:24,22.9
2023-01-05 20:27:51,22.0
2023-01-05 20:31:19,22.9
2023-01-05 20:53:50,21.9
2023-01-05 20:54:13,22.9
2023-01-05 21:17:08,22.9
2023-01-05 21:19:44,22.0
2023-01-05 21:40:03,22.8
2023-01-05 21:45:36,22.0
2023-01-05 22:02:57,22.8
2023-01-05 22:11:25,22.0
2023-01-05 22:25:52,22.8
2023-01-05 22:37:14,22.0
2023-01-05 22:48:47,22.8
2023-01-05 23:03:10,21.9
2023-01-05 23:26:55,22.8
2023-01-05 23:29:24,21.9
2023-01-05 23:49:50,22.8
2023-01-05 23:55:20,21.9
2023-01-06 00:12:44,22.7
2023-01-06 00:29:24,21.9
2023-01-06 00:35:39,22.7
2023-01-06 00:55:35,21.8
2023-01-06 00:58:33,22.6
2023-01-06 01:21:28,22.6
2023-01-06 01:21:50,21.8
2023-01-06 01:44:23,22.6
2023-01-06 01:47:41,21.9
2023-01-06 02:07:17,22.6
2023-01-06 02:13:56,21.7
2023-01-06 02:30:12,22.6
2023-01-06 02:39:50,21.8
2023-01-06 02:53:07,22.6
2023-01-06 03:05:45,21.8
2023-01-06 03:16:01,22.7
2023-01-06 03:31:39,21.8
2023-01-06 03:38:56,22.7
2023-01-06 03:57:31,21.8
2023-01-06 04:01:50,22.7
2023-01-06 04:23:20,21.8
2023-01-06 04:24:45,22.7
2023-01-06 04:47:39,22.6
2023-01-06 04:49:14,21.8
2023-01-06 05:10:34,22.6
2023-01-06 05:15:06,21.8
2023-01-06 05:33:29,22.6
2023-01-06 05:40:58,21.8
2023-01-06 05:56:23,22.6
2023-01-06 06:06:51,21.8
2023-01-06 06:19:19,22.6
2023-01-06 06:32:40,21.8
2023-01-06 06:42:12,22.6
2023-01-06 06:58:33,21.8
2023-01-06 07:05:07,22.6
2023-01-06 07:24:43,21.7
2023-01-06 07:28:02,22.6
2023-01-06 07:50:40,21.8
2023-01-06 07:50:56,22.6
2023-01-06 08:13:51,22.6
2023-01-06 08:16:29,21.8
2023-01-06 08:36:45,22.6
2023-01-06 08:42:20,21.8
2023-01-06 08:59:40,22.6
2023-01-06 09:08:10,21.8
2023-01-06 09:22:35,22.6
2023-01-06 09:33:53,21.8
2023-01-06 09:45:31,22.6
2023-01-06 09:59:45,21.8
2023-01-06 10:08:24,22.7
2023-01-06 10:25:48,21.7
2023-01-06 10:31:18,22.7
2023-01-06 10:51:43,21.8
2023-01-06 10:54:16,22.7
2023-01-06 11:17:08,22.7
2023-01-06 11:17:35,21.9
2023-01-06 11:40:02,22.7
2023-01-06 11:43:48,21.7
2023-01-06 12:02:58,22.7
2023-01-06 12:09:41,21.8
2023-01-06 12:25:52,22.7
2023-01-06 12:35:56,21.7
2023-01-06 12:48:46,22.7
2023-01-06 13:01:46,21.8
2023-01-06 13:11:41,22.7
2023-01-06 13:27:40,21.8
2023-01-06 13:34:35,22.7
2023-01-06 13:53:52,21.7
2023-01-06 13:57:30,22.6
2023-01-06 14:19:42,21.8
2023-01-06 14:20:25,22.6
2023-01-06 14:43:19,22.6
2023-01-06 14:45:32,21.8
2023-01-06 15:06:14,22.6
2023-01-06 15:11:23,21.8
2023-01-06 15:29:09,22.6
2023-01-06 15:37:16,21.8
2023-01-06 15:52:03,22.6
2023-01-06 16:03:06,21.8
2023-01-06 16:14:58,22.6
2023-01-06 16:28:56,21.7
2023-01-06 16:37:52,22.5
2023-01-06 16:54:47,21.7
2023-01-06 17:00:47,22.5
2023-01-06 17:20:39,21.7
2023-01-06 17:23:42,22.5
2023-01-06 17:46:36,22.5
2023-01-06 17:46:51,21.5
2023-01-06 18:09:31,22.5
2023-01-06 18:12:42,21.7
2023-01-06 18:32:25,22.5
2023-01-06 18:38:33,21.7
2023-01-06 18:55:20,22.5
2023-01-06 19:04:25,21.7
2023-01-06 19:18:15,22.5
2023-01-06 19:30:18,21.7
2023-01-06 19:41:09,22.5
2023-01-06 19:56:35,21.5
2023-01-06 20:04:04,22.5
2023-01-06 20:22:48,21.5
2023-01-06 20:26:58,22.5
2023-01-06 20:48:42,21.6
2023-01-06 20:49:53,22.5
2023-01-06 20:50:08,22.5
2023-01-06 21:12:48,22.5
2023-01-06 21:14:33,21.7
2023-01-06 21:35:42,22.5
2023-01-06 21:40:21,21.7
2023-01-06 21:58:37,22.4
2023-01-06 22:06:14,21.6
2023-01-06 22:32:21,21.5
2023-01-06 22:36:47,22.4
2023-01-06 22:58:10,21.6
2023-01-06 22:59:42,22.3
2023-01-06 23:22:36,22.3
2023-01-06 23:24:02,21.6
2023-01-06 23:45:31,22.3
2023-01-06 23:49:53,21.5
2023-01-07 00:08:26,22.3
2023-01-07 00:16:09,21.3
2023-01-07 00:31:20,22.3
2023-01-07 00:42:24,21.3
2023-01-07 00:54:17,22.2
2023-01-07 01:08:17,21.5
2023-01-07 01:17:10,22.2
2023-01-07 01:34:34,21.2
2023-01-07 01:40:04,22.2
2023-01-07 02:00:26,21.5
2023-01-07 02:02:59,22.3
2023-01-07 02:25:54,22.3
2023-01-07 02:26:42,21.2
2023-01-07 02:48:49,22.3
2023-01-07 02:52:58,21.2
2023-01-07 03:11:43,22.3
2023-01-07 03:19:12,21.2
2023-01-07 03:34:38,22.3
2023-01-07 03:45:07,21.3
2023-01-07 03:57:32,28.5
2023-01-07 04:10:56,21.5
2023-01-07 04:20:27,22.3
2023-01-07 04:36:51,21.5
2023-01-07 04:43:22,30.3
2023-01-07 05:02:56,21.2
2023-01-07 05:06:16,22.3
2023-01-07 05:28:54,21.3
2023-01-07 05:29:11,22.2
2023-01-07 05:52:06,22.2
2023-01-07 05:54:58,21.1
2023-01-07 06:15:00,22.2
2023-01-07 06:20:50,21.3
2023-01-07 06:37:55,22.2
2023-01-07 06:46:42,21.3
2023-01-07 07:00:49,22.2
2023-01-07 07:12:36,21.3
2023-01-07 07:23:44,22.1
2023-01-07 07:38:27,21.2
2023-01-07 07:46:39,22.1
2023-01-07 08:04:24,21.2
2023-01-07 08:09:34,22.1
2023-01-07 08:30:36,21.0
2023-01-07 08:32:28,22.1
2023-01-07 08:55:23,22.1
2023-01-07 08:56:48,21.0
2023-01-07 09:18:17,22.1
2023-01-07 09:22:41,21.2
2023-01-07 09:41:12,22.2
2023-01-07 09:48:55,21.0
2023-01-07 10:04:07,22.2
2023-01-07 10:14:29,21.2
2023-01-07 10:27:01,22.2
2023-01-07 10:40:23,21.3
2023-01-07 10:49:56,22.2
2023-01-07 11:06:14,21.3
2023-01-07 11:12:51,22.2
2023-01-07 11:32:07,21.3
2023-01-07 11:35:45,22.2
2023-01-07 11:57:59,21.3
2023-01-07 11:58:40,22.2
2023-01-07 12:21:34,22.2
2023-01-07 12:23:51,21.4
2023-01-07 12:44:29,22.2
2023-01-07 12:49:43,21.4
2023-01-07 13:07:24,22.2
2023-01-07 13:15:36,21.3
2023-01-07 13:30:19,22.1
2023-01-07 13:41:30,21.4
2023-01-07 13:53:13,22.2
2023-01-07 14:07:44,21.1
2023-01-07 14:16:08,22.1
2023-01-07 14:33:38,21.3
2023-01-07 14:39:02,22.1
2023-01-07 14:59:31,21.4
2023-01-07 15:01:57,22.1
2023-01-07 15:24:52,22.1
2023-01-07 15:25:23,21.4
2023-01-07 15:47:47,22.1
2023-01-07 15:51:37,21.1
2023-01-07 16:10:41,22.1
2023-01-07 16:17:29,21.3
2023-01-07 16:33:35,22.1
2023-01-07 16:43:22,21.3
2023-01-07 16:56:31,22.1
2023-01-07 17:09:14,21.3
2023-01-07 17:19:25,22.1
2023-01-07 17:35:09,21.3
2023-01-07 17:42:20,22.1
2023-01-07 18:01:01,21.3
2023-01-07 18:05:14,22.1
2023-01-07 18:26:54,21.3
2023-01-07 18:28:09,22.1
2023-01-07 18:51:04,22.1
2023-01-07 18:53:06,21.1
2023-01-07 19:13:58,22.1
2023-01-07 19:19:00,21.2
2023-01-07 19:36:53,22.1
2023-01-07 19:44:52,21.3
2023-01-07 20:00:02,22.1
2023-01-07 20:00:20,22.1
2023-01-07 20:10:45,21.3
2023-01-07 20:22:42,22.1
2023-01-07 20:36:39,21.2
2023-01-07 20:45:37,22.1
2023-01-07 21:02:30,21.2
